,CHCE,CHCH,CHH (EJP),CHPE,CHPH,CODE POSTAL,CP,CP (EJP),Département,Electricité 100% verte (oui/non),HCE,HCH,HH (EJP),HPE,HPH,Ministère (Client),P,P (EJP),Région,TOTAL,Unnamed: 0,Unnamed: 0.1
11,184271.0,168868.0,,548631.0,419055.0,59800.0,79229.0,,,NON,510.0,510.0,,510.0,510.0,Ministères économiques et financiers,510.0,,NORD-PAS-DE-CALAIS,1400054,11,
12,194351.0,145492.0,,486849.0,303632.0,59200.0,57464.0,,NORD,OUI,380.0,380.0,,380.0,380.0,Ministères économiques et financiers,380.0,,NORD-PAS-DE-CALAIS,1187788,12,
13,246407.0,180236.0,,801437.0,480019.0,76100.0,69879.0,,,OUI,700.0,700.0,,700.0,700.0,Ministères économiques et financiers,700.0,,HAUTE-NORMANDIE,1777978,13,
14,134986.0,337850.0,,295575.0,375264.0,54036.0,68344.0,,,OUI,565.0,565.0,,565.0,565.0,Ministères économiques et financiers,510.0,,LORRAINE,1212019,14,
15,369773.0,263658.0,,607666.0,371219.0,75002.0,66323.0,,PARIS,NON,400.0,400.0,,400.0,400.0,Ministères économiques et financiers,400.0,,ILE-DE-FRANCE,1678639,15,
16,224637.0,198065.0,,567138.0,309904.0,75002.0,54421.0,,PARIS,OUI,465.0,465.0,,465.0,465.0,Ministères économiques et financiers,465.0,,ILE-DE-FRANCE,1354165,16,
17,148913.0,133550.0,,351683.0,277881.0,75020.0,54554.0,,PARIS,OUI,400.0,400.0,,400.0,400.0,Ministères économiques et financiers,400.0,,ILE-DE-FRANCE,966581,17,
18,115714.0,67419.0,,232727.0,131328.0,75019.0,24524.0,,PARIS,OUI,400.0,400.0,,400.0,400.0,Ministères économiques et financiers,400.0,,ILE-DE-FRANCE,571712,18,
19,521001.0,416752.0,,1101929.0,770805.0,45000.0,146580.0,,LOIRET,OUI,800.0,800.0,,800.0,800.0,Ministères économiques et financiers,800.0,,CENTRE,2957067,19,
20,103668.0,110945.0,,744313.0,421293.0,71000.0,69548.0,,SAONE-ET-LOIRE,OUI,710.0,600.0,,710.0,600.0,Ministères économiques et financiers,520.0,,BOURGOGNE,1449767,20,
21,103668.0,110945.0,,744313.0,421293.0,71000.0,69548.0,,SAONE-ET-LOIRE,OUI,710.0,600.0,,710.0,600.0,Ministères économiques et financiers,520.0,,BOURGOGNE,1449767,21,
22,103668.0,110945.0,,744313.0,421293.0,71000.0,69548.0,,SAONE-ET-LOIRE,OUI,710.0,600.0,,710.0,600.0,Ministères économiques et financiers,520.0,,BOURGOGNE,1449767,22,
23,442324.0,246476.0,,746662.0,388554.0,44200.0,67352.0,,,OUI,490.0,390.0,,490.0,390.0,Ministères économiques et financiers,390.0,,PAYS DE LA LOIRE,1891368,23,
24,199055.0,141717.0,,515806.00000000006,334214.0,44200.0,58039.0,,,OUI,510.0,510.0,,510.0,400.0,Ministères économiques et financiers,400.0,,PAYS DE LA LOIRE,1248831,24,
25,287431.0,221093.0,,589459.0,396857.0,44200.0,68761.0,,,OUI,380.0,380.0,,380.0,380.0,Ministères économiques et financiers,380.0,,PAYS DE LA LOIRE,1563601,25,
26,113760.0,97512.0,,382609.0,272880.0,44000.0,48380.0,,LOIRE-ATLANTIQUE,OUI,336.0,336.0,,336.0,336.0,Ministères économiques et financiers,336.0,,PAYS DE LA LOIRE,915141,26,
27,45959.0,34724.0,,197123.0,136112.0,35000.0,24590.0,,ILLE-ET-VILAINE,OUI,271.0,271.0,,271.0,271.0,Ministères économiques et financiers,240.0,,BRETAGNE,438508,27,
28,207583.0,191688.0,,425952.0,320611.0,17000.0,61788.0,,CHARENTE-MARITIME,OUI,350.0,350.0,,350.0,350.0,Ministères économiques et financiers,350.0,,POITOU-CHARENTES,1207622,28,
29,357120.0,268181.0,,733478.0,485409.0,33000.0,90263.0,,GIRONDE,OUI,540.0,540.0,,540.0,540.0,Ministères économiques et financiers,540.0,,AQUITAINE,1934451,29,
30,128648.0,68386.0,,262203.0,129815.0,24000.0,25170.0,,DORDOGNE,OUI,300.0,200.0,,300.0,200.0,Ministères économiques et financiers,200.0,,AQUITAINE,614222,30,
31,167819.0,160593.0,,408464.0,354539.0,19011.0,65652.0,,,OUI,400.0,400.0,,400.0,400.0,Ministères économiques et financiers,400.0,,LIMOUSIN,1157067,31,
32,184972.0,148120.0,,504867.0,348524.0,69002.0,63552.0,,RHONE,OUI,370.0,370.0,,370.0,370.0,Ministères économiques et financiers,370.0,,RHONE-ALPES,1250035,32,
33,1062335.0,1277963.0,,2754214.0,2336154.0,69003.0,375836.0,,RHONE,OUI,2800.0,2800.0,,2800.0,2550.0,Ministères économiques et financiers,2080.0,,RHONE-ALPES,7806502,33,
34,119228.0,172057.0,,223405.0,199579.0,78200.0,42890.0,,YVELINES,OUI,630.0,630.0,,630.0,630.0,Ministères économiques et financiers,630.0,,ILE-DE-FRANCE,757159,34,
35,119228.0,172057.0,,223405.0,199579.0,78200.0,42890.0,,YVELINES,OUI,630.0,630.0,,630.0,630.0,Ministères économiques et financiers,630.0,,ILE-DE-FRANCE,757159,35,
36,119228.0,172057.0,,223405.0,199579.0,78200.0,42890.0,,YVELINES,OUI,630.0,630.0,,630.0,630.0,Ministères économiques et financiers,630.0,,ILE-DE-FRANCE,757159,36,
37,119228.0,172057.0,,223405.0,199579.0,78200.0,42890.0,,YVELINES,OUI,630.0,630.0,,630.0,630.0,Ministères économiques et financiers,630.0,,ILE-DE-FRANCE,757159,37,
38,119228.0,172057.0,,223405.0,199579.0,78200.0,42890.0,,YVELINES,OUI,630.0,630.0,,630.0,630.0,Ministères économiques et financiers,630.0,,ILE-DE-FRANCE,757159,38,
39,119228.0,172057.0,,223405.0,199579.0,78200.0,42890.0,,YVELINES,OUI,630.0,630.0,,630.0,630.0,Ministères économiques et financiers,630.0,,ILE-DE-FRANCE,757159,39,
40,119228.0,172057.0,,223405.0,199579.0,78200.0,42890.0,,YVELINES,OUI,630.0,630.0,,630.0,630.0,Ministères économiques et financiers,630.0,,ILE-DE-FRANCE,757159,40,
41,119228.0,172057.0,,223405.0,199579.0,78200.0,42890.0,,YVELINES,OUI,630.0,630.0,,630.0,630.0,Ministères économiques et financiers,630.0,,ILE-DE-FRANCE,757159,41,
42,119228.0,172057.0,,223405.0,199579.0,78200.0,42890.0,,YVELINES,OUI,630.0,630.0,,630.0,630.0,Ministères économiques et financiers,630.0,,ILE-DE-FRANCE,757159,42,
43,119228.0,172057.0,,223405.0,199579.0,78200.0,42890.0,,YVELINES,OUI,630.0,630.0,,630.0,630.0,Ministères économiques et financiers,630.0,,ILE-DE-FRANCE,757159,43,
44,119228.0,172057.0,,223405.0,199579.0,78200.0,42890.0,,YVELINES,OUI,630.0,630.0,,630.0,630.0,Ministères économiques et financiers,630.0,,ILE-DE-FRANCE,757159,44,
45,119228.0,172057.0,,223405.0,199579.0,78200.0,42890.0,,YVELINES,OUI,630.0,630.0,,630.0,630.0,Ministères économiques et financiers,630.0,,ILE-DE-FRANCE,757159,45,
46,1332460.0,892551.0,,2622081.0,1511515.0,92240.0,264837.0,,HAUTS-DE-SEINE,OUI,1500.0,1400.0,,1500.0,1400.0,Ministères économiques et financiers,1400.0,,ILE-DE-FRANCE,6623444,46,
47,296409.0,296397.0,,631393.0,508495.0,77000.0,96263.0,,SEINE-ET-MARNE,OUI,700.0,700.0,,700.0,540.0,Ministères économiques et financiers,540.0,,ILE-DE-FRANCE,1828957,47,
48,296409.0,296397.0,,631393.0,508495.0,77000.0,96263.0,,SEINE-ET-MARNE,OUI,700.0,700.0,,700.0,540.0,Ministères économiques et financiers,540.0,,ILE-DE-FRANCE,1828957,48,
49,296409.0,296397.0,,631393.0,508495.0,77000.0,96263.0,,SEINE-ET-MARNE,OUI,700.0,700.0,,700.0,540.0,Ministères économiques et financiers,540.0,,ILE-DE-FRANCE,1828957,49,
50,296409.0,296397.0,,631393.0,508495.0,77000.0,96263.0,,SEINE-ET-MARNE,OUI,700.0,700.0,,700.0,540.0,Ministères économiques et financiers,540.0,,ILE-DE-FRANCE,1828957,50,
51,3146665.0,2387050.0,,4354913.0,2781654.0,77186.0,495853.0,,SEINE-ET-MARNE,NON,1850.0,1850.0,,1850.0,1850.0,Ministères économiques et financiers,1850.0,,ILE-DE-FRANCE,13166135,51,
52,348360.0,252674.0,,787985.0,495380.0,94000.0,91201.0,,VAL-DE-MARNE,OUI,640.0,600.0,,640.0,600.0,Ministères économiques et financiers,600.0,,ILE-DE-FRANCE,1975600,52,
53,980338.0,733813.0,,2036180.0,1274684.0,94200.0,245898.0,,VAL-DE-MARNE,OUI,2700.0,2700.0,,2700.0,1300.0,Ministères économiques et financiers,1300.0,,ILE-DE-FRANCE,5270913,53,
54,96561.0,70285.0,,243838.0,155341.0,94200.0,28033.0,,VAL-DE-MARNE,OUI,450.0,450.0,,450.0,260.0,Ministères économiques et financiers,260.0,,ILE-DE-FRANCE,594058,54,
55,326294.0,218287.0,,657463.0,389410.0,94300.0,58483.0,,VAL-DE-MARNE,OUI,520.0,520.0,,520.0,520.0,Ministères économiques et financiers,520.0,,ILE-DE-FRANCE,1649937,55,
56,95912.0,58452.0,,202659.0,166567.0,94417.0,33262.0,,,OUI,320.0,320.0,,320.0,320.0,Ministères économiques et financiers,320.0,,ILE-DE-FRANCE,556852,56,
57,522111.0,453250.0,,1270810.0,896279.0,93558.0,169740.0,,,OUI,900.0,900.0,,900.0,900.0,Ministères économiques et financiers,900.0,,ILE-DE-FRANCE,3312190,57,
58,1757827.0,1937014.0,,2726498.0,2394347.0,93160.0,442948.0,,SEINE-SAINT-DENIS,OUI,2100.0,2100.0,,2100.0,2100.0,Ministères économiques et financiers,2100.0,,ILE-DE-FRANCE,9258634,58,
59,78139.0,51962.0,,182013.0,108247.0,93000.0,20604.0,,SEINE-SAINT-DENIS,OUI,287.0,261.0,,287.0,261.0,Ministères économiques et financiers,258.0,,ILE-DE-FRANCE,440965,59,
60,190194.0,306975.0,,393257.0,360360.0,93500.0,84316.0,,SEINE-SAINT-DENIS,OUI,543.0,543.0,,543.0,543.0,Ministères économiques et financiers,543.0,,ILE-DE-FRANCE,1335102,60,
61,215553.0,354007.0,,491753.0,373499.0,93500.0,81978.0,,SEINE-SAINT-DENIS,OUI,574.0,574.0,,574.0,574.0,Ministères économiques et financiers,574.0,,ILE-DE-FRANCE,1516790,61,
62,214609.0,136962.0,,428654.0,201992.0,31000.0,39942.0,,HAUTE-GARONNE,OUI,370.0,340.0,,370.0,340.0,Ministères économiques et financiers,320.0,,MIDI-PYRENEES,1022159,62,
63,243557.0,212162.0,,625028.0,455798.0,31000.0,86740.0,,HAUTE-GARONNE,OUI,1000.0,1000.0,,1000.0,1000.0,Ministères économiques et financiers,1000.0,,MIDI-PYRENEES,1623285,63,
64,552638.0,393623.0,,837364.0,503235.0,31100.0,87152.0,,,OUI,400.0,400.0,,400.0,400.0,Ministères économiques et financiers,400.0,,MIDI-PYRENEES,2374012,64,
65,105646.0,77669.0,,315754.0,150948.0,34000.0,33048.0,,HERAULT,OUI,290.0,290.0,,290.0,290.0,Ministères économiques et financiers,290.0,,LANGUEDOC-ROUSSILLON,683065,65,
66,56888.0,72906.0,,124379.0,109474.0,34000.0,22283.0,,HERAULT,OUI,253.0,253.0,,253.0,253.0,Ministères économiques et financiers,152.0,,LANGUEDOC-ROUSSILLON,385930,66,
67,264573.0,178562.0,,494276.0,279725.0,13010.0,49026.0,,BOUCHES-DU-RHONE,OUI,290.0,290.0,,290.0,290.0,Ministères économiques et financiers,290.0,,PROVENCE-ALPES-COTE D'AZUR,1266162,67,
68,224869.0,137315.0,,726683.0,350012.0,13008.0,62705.0,,BOUCHES-DU-RHONE,OUI,620.0,390.0,,620.0,390.0,Ministères économiques et financiers,390.0,,PROVENCE-ALPES-COTE D'AZUR,1501584,68,
69,57952.0,45673.0,,209678.0,123477.0,13002.0,22887.0,,BOUCHES-DU-RHONE,OUI,350.0,350.0,,350.0,350.0,Ministères économiques et financiers,350.0,,PROVENCE-ALPES-COTE D'AZUR,459667,69,
70,79536.0,67279.0,,207431.0,204835.0,83000.0,36837.0,,VAR,OUI,598.0,598.0,,598.0,598.0,Ministères économiques et financiers,598.0,,PROVENCE-ALPES-COTE D'AZUR,595918,70,
71,127383.0,163212.0,,284687.0,293808.0,6000.0,59577.0,,ALPES-MARITIMES,OUI,440.0,440.0,,440.0,400.0,Ministères économiques et financiers,400.0,,PROVENCE-ALPES-COTE D'AZUR,928667,71,
72,96754.0,57582.0,,226731.0,129436.0,6000.0,22489.0,,ALPES-MARITIMES,OUI,250.0,250.0,,250.0,250.0,Ministères économiques et financiers,250.0,,PROVENCE-ALPES-COTE D'AZUR,532992,72,
73,140781.0,108630.0,,388408.0,257779.0,84000.0,48438.0,,VAUCLUSE,OUI,340.0,340.0,,340.0,340.0,Ministères économiques et financiers,340.0,,PROVENCE-ALPES-COTE D'AZUR,944036,73,
74,215235.0,134743.0,,399265.0,221959.0,51100.0,39998.0,,MARNE,OUI,300.0,247.0,,300.0,247.0,Ministères économiques et financiers,247.0,,CHAMPAGNE-ARDENNE,1011200,74,
75,318762.0,213839.0,,491472.0,285597.0,37200.0,47751.0,,,OUI,282.0,262.0,,282.0,262.0,Ministères économiques et financiers,240.0,,CENTRE,1357421,75,
76,113942.0,80319.0,,330827.0,185258.0,35000.0,28838.0,,ILLE-ET-VILAINE,OUI,410.0,410.0,,410.0,410.0,Ministères économiques et financiers,410.0,,BRETAGNE,739184,76,
77,337449.0,228715.0,,579341.0,342195.0,86000.0,57717.0,,VIENNE,OUI,310.0,310.0,,310.0,310.0,Ministères économiques et financiers,310.0,,POITOU-CHARENTES,1545417,77,
78,216193.0,148823.0,,423675.0,253511.0,63000.0,40859.0,,PUY-DE-DOME,OUI,330.0,290.0,,330.0,290.0,Ministères économiques et financiers,290.0,,AUVERGNE,1083061,78,
79,56713.0,45767.0,,222886.0,170343.0,63400.0,30910.0,,PUY-DE-DOME,OUI,260.0,260.0,,260.0,260.0,Ministères économiques et financiers,260.0,,AUVERGNE,526619,79,
80,473562.0,329588.0,,694082.0,415852.0,69008.0,68630.0,,RHONE,OUI,340.0,340.0,,340.0,340.0,Ministères économiques et financiers,340.0,,RHONE-ALPES,1981714,80,
81,607797.0,435518.0,,845986.0,522960.0,69003.0,84882.0,,RHONE,OUI,330.0,330.0,,330.0,330.0,Ministères économiques et financiers,330.0,,RHONE-ALPES,2497143,81,
82,422474.0,349214.0,,966982.0,605943.0,69330.0,106536.0,,RHONE,OUI,600.0,600.0,,600.0,600.0,Ministères économiques et financiers,600.0,,RHONE-ALPES,2451149,82,
83,422474.0,349214.0,,966982.0,605943.0,69330.0,106536.0,,RHONE,OUI,600.0,600.0,,600.0,600.0,Ministères économiques et financiers,600.0,,RHONE-ALPES,2451149,83,
84,422474.0,349214.0,,966982.0,605943.0,69330.0,106536.0,,RHONE,OUI,600.0,600.0,,600.0,600.0,Ministères économiques et financiers,600.0,,RHONE-ALPES,2451149,84,
85,422474.0,349214.0,,966982.0,605943.0,69330.0,106536.0,,RHONE,OUI,600.0,600.0,,600.0,600.0,Ministères économiques et financiers,600.0,,RHONE-ALPES,2451149,85,
86,133673.0,119546.0,,252289.0,198967.0,78000.0,32048.0,,YVELINES,OUI,440.0,440.0,,440.0,440.0,Ministères économiques et financiers,410.0,,ILE-DE-FRANCE,736523,86,
87,95973.0,72418.0,,244896.0,154129.0,78100.0,27497.0,,YVELINES,OUI,370.0,370.0,,370.0,370.0,Ministères économiques et financiers,370.0,,ILE-DE-FRANCE,594913,87,
88,67486.0,51683.0,,228450.0,153696.0,95000.0,27807.0,,VAL-D'OISE,OUI,286.0,215.0,,286.0,215.0,Ministères économiques et financiers,215.0,,ILE-DE-FRANCE,529122,88,
89,67486.0,51683.0,,228450.0,153696.0,95000.0,27807.0,,VAL-D'OISE,OUI,286.0,215.0,,286.0,215.0,Ministères économiques et financiers,215.0,,ILE-DE-FRANCE,529122,89,
90,67486.0,51683.0,,228450.0,153696.0,95000.0,27807.0,,VAL-D'OISE,OUI,286.0,215.0,,286.0,215.0,Ministères économiques et financiers,215.0,,ILE-DE-FRANCE,529122,90,
91,67486.0,51683.0,,228450.0,153696.0,95000.0,27807.0,,VAL-D'OISE,OUI,286.0,215.0,,286.0,215.0,Ministères économiques et financiers,215.0,,ILE-DE-FRANCE,529122,91,
92,96808.0,117991.0,,258251.0,240289.0,77186.0,42354.0,,SEINE-ET-MARNE,OUI,260.0,260.0,,260.0,260.0,Ministères économiques et financiers,260.0,,ILE-DE-FRANCE,755693,92,
93,495199.0,381153.0,,847775.0,538959.0,77140.0,92506.0,,SEINE-ET-MARNE,OUI,505.0,505.0,,505.0,505.0,Ministères économiques et financiers,505.0,,ILE-DE-FRANCE,2355592,93,
94,495199.0,381153.0,,847775.0,538959.0,77140.0,92506.0,,SEINE-ET-MARNE,OUI,505.0,505.0,,505.0,505.0,Ministères économiques et financiers,505.0,,ILE-DE-FRANCE,2355592,94,
95,495199.0,381153.0,,847775.0,538959.0,77140.0,92506.0,,SEINE-ET-MARNE,OUI,505.0,505.0,,505.0,505.0,Ministères économiques et financiers,505.0,,ILE-DE-FRANCE,2355592,95,
96,495199.0,381153.0,,847775.0,538959.0,77140.0,92506.0,,SEINE-ET-MARNE,OUI,505.0,505.0,,505.0,505.0,Ministères économiques et financiers,505.0,,ILE-DE-FRANCE,2355592,96,
97,495199.0,381153.0,,847775.0,538959.0,77140.0,92506.0,,SEINE-ET-MARNE,OUI,505.0,505.0,,505.0,505.0,Ministères économiques et financiers,505.0,,ILE-DE-FRANCE,2355592,97,
98,2918779.0,2159781.0,,3948428.0,2503769.0,77600.0,406223.0,,SEINE-ET-MARNE,OUI,2500.0,2500.0,,2500.0,2500.0,Ministères économiques et financiers,2500.0,,ILE-DE-FRANCE,11936980,98,
99,2918779.0,2159781.0,,3948428.0,2503769.0,77600.0,406223.0,,SEINE-ET-MARNE,OUI,2500.0,2500.0,,2500.0,2500.0,Ministères économiques et financiers,2500.0,,ILE-DE-FRANCE,11936980,99,
100,2918779.0,2159781.0,,3948428.0,2503769.0,77600.0,406223.0,,SEINE-ET-MARNE,OUI,2500.0,2500.0,,2500.0,2500.0,Ministères économiques et financiers,2500.0,,ILE-DE-FRANCE,11936980,100,
101,2918779.0,2159781.0,,3948428.0,2503769.0,77600.0,406223.0,,SEINE-ET-MARNE,OUI,2500.0,2500.0,,2500.0,2500.0,Ministères économiques et financiers,2500.0,,ILE-DE-FRANCE,11936980,101,
102,2918779.0,2159781.0,,3948428.0,2503769.0,77600.0,406223.0,,SEINE-ET-MARNE,OUI,2500.0,2500.0,,2500.0,2500.0,Ministères économiques et financiers,2500.0,,ILE-DE-FRANCE,11936980,102,
103,2918779.0,2159781.0,,3948428.0,2503769.0,77600.0,406223.0,,SEINE-ET-MARNE,OUI,2500.0,2500.0,,2500.0,2500.0,Ministères économiques et financiers,2500.0,,ILE-DE-FRANCE,11936980,103,
104,69341.0,132149.0,,221866.0,254447.0,93500.0,45329.0,,SEINE-SAINT-DENIS,OUI,409.0,409.0,,409.0,409.0,Ministères économiques et financiers,409.0,,ILE-DE-FRANCE,723132,104,
105,113528.0,77315.0,,256313.0,172889.0,13008.0,31354.0,,BOUCHES-DU-RHONE,OUI,260.0,200.0,,260.0,200.0,Ministères économiques et financiers,200.0,,PROVENCE-ALPES-COTE D'AZUR,651399,105,
106,247466.0,170598.0,,370262.0,230266.0,13008.0,35452.0,,BOUCHES-DU-RHONE,OUI,300.0,300.0,,300.0,300.0,Ministères économiques et financiers,300.0,,PROVENCE-ALPES-COTE D'AZUR,1054044,106,
107,837225.0,,1254946.0,1198412.0,,95520.0,,3951.0,VAL-D'OISE,,600.0,,600.0,600.0,,Ministères économiques et financiers,,10.0,ILE-DE-FRANCE,3294534,107,
108,826128.0,,1772767.0,2010815.0,,75013.0,,,PARIS,,1300.0,,1050.0,1300.0,,Ministères économiques et financiers,,,ILE-DE-FRANCE,4609710,108,
109,187969.0,148670.0,,465538.0,311336.0,75009.0,55732.0,,PARIS,OUI,430.0,430.0,,430.0,430.0,Ministères économiques et financiers,430.0,,ILE-DE-FRANCE,1169245,109,
110,524223.0,385181.0,,785571.0,481242.0,35000.0,89714.0,,ILLE-ET-VILAINE,OUI,408.0,408.0,,408.0,408.0,Ministères économiques et financiers,362.0,,BRETAGNE,2265931,110,
111,129400.0,97249.0,,258940.0,149869.0,69600.0,26627.0,,RHONE,OUI,286.0,250.0,,286.0,250.0,Ministères économiques et financiers,178.0,,RHONE-ALPES,662085,111,
112,463151.0,319059.0,,1170530.0,752603.0,93100.0,148854.0,,SEINE-SAINT-DENIS,OUI,1023.0,1023.0,,1023.0,1023.0,Ministères économiques et financiers,990.0,,ILE-DE-FRANCE,2854197,112,
113,51866.0,47595.0,,321370.0,324756.0,93160.0,51818.0,,SEINE-SAINT-DENIS,OUI,555.0,555.0,,555.0,555.0,Ministères économiques et financiers,487.0,,ILE-DE-FRANCE,797405,113,
114,897834.0,1109095.0,,2100767.0,1562197.0,93160.0,297703.0,,SEINE-SAINT-DENIS,OUI,1336.0,1336.0,,1336.0,1336.0,Ministères économiques et financiers,1336.0,,ILE-DE-FRANCE,5967596,114,
115,51349.0,49844.0,,137156.0,104889.0,31000.0,19418.0,,HAUTE-GARONNE,OUI,250.0,230.0,,250.0,230.0,Ministères économiques et financiers,230.0,,MIDI-PYRENEES,362656,115,
116,49174.0,47874.0,,138122.0,108754.0,31000.0,21704.0,,HAUTE-GARONNE,OUI,250.0,250.0,,250.0,250.0,Ministères économiques et financiers,250.0,,MIDI-PYRENEES,365628,116,
117,86521.0,76076.0,,258513.0,184150.0,38000.0,35394.0,,ISERE,,290.0,270.0,,290.0,270.0,Ministères économiques et financiers,270.0,,RHONE-ALPES,640654,117,
118,220870.0,147995.0,,378743.0,209478.0,67000.0,36777.0,,BAS-RHIN,,250.0,250.0,,250.0,250.0,Ministères économiques et financiers,250.0,,ALSACE,993863,118,
119,176525.0,160726.0,,394137.0,301453.0,67000.0,59574.0,,BAS-RHIN,,310.0,310.0,,310.0,310.0,Ministères économiques et financiers,310.0,,ALSACE,1092415,119,
120,310169.0,204768.0,,502631.0,336535.0,68026.0,61985.0,,,,390.0,390.0,,390.0,390.0,Ministères économiques et financiers,390.0,,ALSACE,1416088,120,
0,,32246.0,,32355.0,9460.0,76000.0,7741.0,,SEINE-MARITIME,OUI,,42.0,,42.0,42.0,Cour des Comptes,42.0,,HAUTE-NORMANDIE,81802,0,
1,5402.0,54319.0,,32465.0,11996.0,21000.0,18688.0,,COTE-D'OR,OUI,42.0,42.0,,42.0,42.0,Cour des Comptes,42.0,,BOURGOGNE,122870,1,
2,,103308.0,,85757.0,19791.0,77186.0,23452.0,,SEINE-ET-MARNE,OUI,108.0,108.0,,108.0,108.0,Cour des Comptes,108.0,,ILE-DE-FRANCE,232308,2,
3,8130.0,72889.0,,52674.0,21877.0,75001.0,24555.0,,PARIS,OUI,84.0,84.0,,84.0,84.0,Cour des Comptes,84.0,,ILE-DE-FRANCE,180125,3,
4,,24497.0,,21963.0,5747.0,34000.0,6000.0,,HERAULT,OUI,,42.0,,42.0,42.0,Cour des Comptes,42.0,,LANGUEDOC-ROUSSILLON,58207,4,
5,,12292.0,,22300.0,6942.0,69350.0,2882.0,,RHONE,OUI,,42.0,,42.0,42.0,Cour des Comptes,42.0,,RHONE-ALPES,44416,5,
6,,20863.0,,17565.0,4095.0,75001.0,4866.0,,PARIS,OUI,,90.0,,90.0,90.0,Cour des Comptes,90.0,,ILE-DE-FRANCE,47389,6,
7,,22030.0,,19199.0,3890.0,44000.0,4882.0,,LOIRE-ATLANTIQUE,OUI,36.0,42.0,,36.0,36.0,Cour des Comptes,42.0,,PAYS DE LA LOIRE,50001,7,
8,,84941.0,,41164.0,21180.0,33000.0,32117.0,,GIRONDE,OUI,,90.0,,90.0,90.0,Cour des Comptes,90.0,,AQUITAINE,179402,8,
9,,40138.0,,28715.0,7871.0,31000.0,11916.0,,HAUTE-GARONNE,OUI,,90.0,,90.0,90.0,Cour des Comptes,90.0,,MIDI-PYRENEES,88640,9,
10,,44070.0,,39675.0,17776.0,88000.0,19553.0,,VOSGES,OUI,,78.0,,78.0,78.0,Cour des Comptes,78.0,,LORRAINE,121074,10,
11,7517.0,38959.0,,36131.0,17381.0,35000.0,16442.0,,ILLE-ET-VILAINE,OUI,61.0,61.0,,61.0,61.0,Cour des Comptes,61.0,,BRETAGNE,116430,19,
12,,46130.0,,37823.0,10148.0,62000.0,13298.0,,PAS-DE-CALAIS,OUI,144.0,144.0,,144.0,144.0,Cour des Comptes,144.0,,NORD-PAS-DE-CALAIS,107399,20,
13,,95859.0,,122251.0,37683.0,13008.0,26120.0,,BOUCHES-DU-RHONE,OUI,,168.0,,168.0,168.0,Cour des Comptes,168.0,,PROVENCE-ALPES-COTE D'AZUR,281913,22,
14,387578.0,233546.0,,527572.0,265913.0,31320.0,46938.0,,HAUTE-GARONNE,OUI,160.0,160.0,,160.0,160.0,Ministère de l'agriculture de l'alimentation et de la forêt,160.0,,MIDI-PYRENEES,1461547,23,
15,40393.0,31773.0,,102287.0,69488.0,63370.0,14547.0,,PUY-DE-DOME,OUI,148.0,148.0,,148.0,148.0,Ministère de l'agriculture de l'alimentation et de la forêt,148.0,,AUVERGNE,258488,32,
16,16893.0,19106.0,,47794.0,52717.0,33000.0,,,GIRONDE,OUI,60.0,60.0,,60.0,60.0,Ministère de l'agriculture de l'alimentation et de la forêt,,,AQUITAINE,136510,33,
17,9797.0,6841.0,,32248.0,25023.0,25000.0,,,DOUBS,OUI,42.0,42.0,,42.0,42.0,Ministère de l'agriculture de l'alimentation et de la forêt,,,FRANCHE-COMTE,73909,34,
18,32228.0,25703.0,,83813.0,75482.0,14070.0,,,,OUI,96.0,96.0,,96.0,96.0,Ministère de l'agriculture de l'alimentation et de la forêt,,,BASSE-NORMANDIE,217226,35,
19,4889.0,13756.0,,12915.0,27267.0,86020.0,,,,OUI,48.0,48.0,,48.0,48.0,Ministère de l'agriculture de l'alimentation et de la forêt,,,POITOU-CHARENTES,58827,36,
20,37852.0,32379.0,,141904.0,127856.0,75007.0,,,PARIS,OUI,144.0,144.0,,144.0,144.0,Ministère de l'agriculture de l'alimentation et de la forêt,,,ILE-DE-FRANCE,339991,37,
21,34015.0,30469.0,,122356.0,125282.0,75015.0,,,PARIS,OUI,168.0,168.0,,168.0,168.0,Ministère de l'agriculture de l'alimentation et de la forêt,,,ILE-DE-FRANCE,312122,38,
22,18954.0,13732.0,,65152.0,52453.0,21000.0,,,COTE-D'OR,OUI,42.0,42.0,,42.0,42.0,Ministère de l'agriculture de l'alimentation et de la forêt,,,BOURGOGNE,150291,39,
23,10293.0,7824.0,,32564.0,29287.0,80090.0,,,,OUI,48.0,48.0,,48.0,48.0,Ministère de l'agriculture de l'alimentation et de la forêt,,,PICARDIE,79968,40,
24,12175.0,18014.0,,39086.0,80703.0,57000.0,,,MOSELLE,OUI,120.0,120.0,,120.0,120.0,Ministère de l'agriculture de l'alimentation et de la forêt,120.0,,LORRAINE,149978,41,
25,85552.0,67271.0,0.0,175583.0,120806.0,44000.0,21226.0,0.0,LOIRE-ATLANTIQUE,OUI,168.0,168.0,0.0,168.0,168.0,Ministère des Affaires étrangères et du Développement international,168.0,0.0,PAYS DE LA LOIRE,470438,42,
26,40334.0,34743.0,0.0,98351.0,75212.0,44100.0,14680.0,0.0,,OUI,90.0,90.0,0.0,90.0,90.0,Ministère des Affaires étrangères et du Développement international,90.0,0.0,PAYS DE LA LOIRE,263320,43,
